,0,1,2
73,"Uh-oh! It could be you, or it could be us, but there's no page here.

Search",2016-02-22 00:00:00,[]
74,"(CNN) Jason Brian Dalton, the man suspected in the weekend shooting spree in Kalamazoo, Michigan, now faces six counts of murder. But even his arraignment hearing shed no light on his motive.

As the investigation proceeds, bits and pieces of information are clearing the murky picture -- but not by much.

Here's the latest on what we know about the rampage that left six people dead and two injured.

Dalton was a driver for Uber -- and even picked up fares in between the shootings, a source close to the investigation said.

Matt Mellen told CNN he rode in Dalton's car just before the shootings started. Later, after Dalton's arrested, he recalled something odd.

""I was actually picked up in a different vehicle than the vehicle he was apprehended in,"" Mellen told CNN's ""AC360."" ""I was picked up in a Chevy Equinox -- silver Equinox -- and he was apprehended in a darker colored HHR.""

JUST WATCHED Kalamazoo Uber rider: 'You're not the shooter are you?' Replay More Videos ... MUST WATCH Kalamazoo Uber rider: 'You're not the shooter are you?' 02:03

During the hours-long search for the gunman Saturday night, authorities said they were looking for a silver or dark blue car.

He bought a 'heavy-duty' jacket at a gun store that day

JUST WATCHED Michigan shooting spree leaves at least 6 dead Replay More Videos ... MUST WATCH Michigan shooting spree leaves at least 6 dead 02:02

A few hours before the rampage started Saturday, Dalton walked into Southwick's -- a gun shop in the nearby city of Plainwell, owner Jonathan Southwick said.

Dalton was a regular at the store. He smiled, laughed and hugged an employee, Southwick said.

He spent about 10 minutes in the store before purchasing a ""heavy duty"" jacket that could conceal a small pistol.

The gun store owner said Dalton never gave him any reason to be alarmed.

Police found 11 rifles in his house

Jason Brian Dalton

As authorities try to gather more clues about Dalton's life, they found 11 rifles at his Kalamazoo home, a law enforcement official told CNN.

The suspect is married with two children. Family members said they are bewildered about what happened.

""This type of violence has no place in our society, and we express our love and support for everyone involved,"" the Dalton family said in a statement. ""We intend to cooperate in every way that we can to help determine why and how this occurred.""

The evidence suggests the same gun

Police said the only apparent connection between the suspect and the victims was his semi-automatic pistol -- which is consistent with the shell casings found at each scene.

But the evidence didn't help in determining the motive.

""My best sense is that it was somebody who was having an issue at the time and for whatever reason they decided to do what they did,"" Kalamazoo County Sheriff Richard Fuller said.

The suspect will remain in jail

Dalton was charged Monday with six counts of murder, two counts of assault with intent to commit murder and eight firearms charges.

He showed no emotion as the charges against him were read. At a probable cause hearing just before an arraignment, detectives testified that Dalton said he told them that he ""took peoples' lives.""

A judge denied bail.

Kalamazoo victims were car shopping, enjoying a night out

The youngest victim is holding on

A 14-year-old girl in one of the passenger seats, Abigail Kopf, was gravely injured. She remains in critical condition at Bronson Children's Hospital.

""In spite of the seriousness of her injuries, we are encouraged by the relative stability over the last few days and her responsiveness to her parents and our team,"" Medical Director Dr. Aaron Lane-Davies said.

Abigail's parents issued a statement Monday night thanking well-wishers for their support.

They also expressed sympathy for the family of the alleged gunman.

""Our thoughts are with the Dalton family who also are suffering at this time,"" the Kopfs said. ""We want his family to know we don't hold anything against the family members.""",2016-02-23 00:00:00,"[Michael Pearson, Holly Yan]"
75,"Unfortunately we are unable to show the requested link, sorry for any inconvenience. The likely cause is that you are using a feed reader whose browser engine is not the same as the default browser on your PC e.g. you are using a Microsoft product (like Outlook 2007) to read the feed but you have Firefox set as the default browser. If you change your default browser (in this example change it to Microsoft's Internet Explorer) you will be able to follow the link.

Leider ist dieser Link zur Zeit nicht verfügbar. Es ist möglich, dass Sie einen Feed-Reader benutzen, dessen Browser nicht der gleiche ist wie der Default Browser Ihres PCs., z.B. benutzen Sie ein Microsoft Programm um das Feed zu lesen, aber Sie haben Firefox als Ihren Default Web Browser eingestellt. Sobald Sie Ihren Default Browser entsprechend ändern, kann der Link angezeigt werden.

Ce lien ne peut être trouvé. Désolé pour ce désagrément. Vous utilisez un lecteur de flux RSS qui possède un navigateur différent du navigateur édité par défaut sur votre PC. Exemple : vous utilisez un produit Microsoft (comme Outlook 2007) pour lire ce flux RSS alors que vous avez Firefox défini par défaut comme navigateur. Si vous changez ce navigateur par défaut (ici à changer pour Microsoft Internet Explorer) vous serez désormais en mesure de lire le lien.",,[]
76,"John Kasich: No one has asked me to drop out

Trump on protester: I'd like to 'punch him in the face'

John Kasich: No one has asked me to drop out

Gov. John Kasich says no one has asked him to drop out of the presidential race to help Sen. Marco Rubio, and says his campaign in it for the long haul.",2016-02-22 00:00:00,[]
77,"Las Vegas (CNN) Donald Trump unleashed tough rhetoric against his rivals as well as a protester at a Monday night rally, the eve before the Nevada caucuses.

""I'd like to punch him in the face,"" Trump said, remarking that a man disrupting his rally was escorted out with a smile on his face. ""He's smiling, having a good time.""

The GOP front-runner also ratcheted up his attacks on Sen. Ted Cruz, calling his Republican presidential rival ""sick.""

Trump claimed the protester was ""nasty as hell"" and accused the man of trying to punch the security officers forcing him out of the rally, though the man did not appear to be fighting off those officers.

READ: Trump says Ted Cruz ""is sick""

""In the old days,"" Trump added, protesters would be ""carried out on stretchers.""

""We're not allowed to push back anymore,"" Trump said.

11 photos: Trump campaign: 11 outrageous quotes Donald Trump has gone from outsider to controversial front-runner in the race to become the Republican Party's 2016 presidential candidate. Trump began his bid with an announcement speech on June 16, calling for a massive wall on the U.S. border with Mexico -- for which he said he would make Mexico pay. At this stage he was tied for 10th place in the polls , at just 3%. Hide Caption 1 of 11 11 photos: Trump campaign: 11 outrageous quotes On week five of the campaign, Trump turned on Sen. John McCain at the Family Leadership Summit in Ames, Iowa. McCain is regarded by many as a war hero after being captured and held in Vietnam for more than five years. After the comments, Republicans rushed to condemn Trump, with rival candidate Sen. Lindsey Graham calling him ""a jackass."" Hide Caption 2 of 11 11 photos: Trump campaign: 11 outrageous quotes



Trump slammed Kelly for this, calling her questions ""ridiculous"" and ""off-base.""

Trump said: ""You could see there was blood coming out of her eyes ... blood coming out of her... wherever."" Many accused him of making a lewd comment about menstruation.



's State of the Union that only a ""deviant"" or ""sick"" person would think otherwise. On ABC's

During the Republican presidential debate on August 6, Megyn Kelly pressed Trump about misogynistic , sexist comments he made in the past, such as calling some women ""fat pigs, dogs, slobs and disgusting animals.""Trump slammed Kelly for this, calling her questions ""ridiculous"" and ""off-base.""

After the first GOP presidential debate, Trump said: ""You could see there was blood coming out of her eyes ... blood coming out of her... wherever."" Many accused him of making a lewd comment about menstruation. Trump told CNN 's State of the Union that only a ""deviant"" or ""sick"" person would think otherwise. On ABC's This Week , Trump said: ""I have nothing against Megyn Kelly, but she asked me a very, very nasty question."" Hide Caption 3 of 11 11 photos: Trump campaign: 11 outrageous quotes In an effort to defend himself from critics of his remarks about the Fox anchor, Trump explained why it is hard for others to insult him -- his own good looks. Trump spoke about the backlash on NBC, saying: ""There's nothing to apologize (for). I thought she asked a very, very unfair question."" Hide Caption 4 of 11 11 photos: Trump campaign: 11 outrageous quotes Trump was quoted in Rolling Stone magazine on September 9, mocking Republican rival Carly Fiorina's appearance. On the same day, Trump told crowds: ""We are led by very, very stupid people."" Hide Caption 5 of 11 11 photos: Trump campaign: 11 outrageous quotes On October 5, Donald Trump said there would be a ""collapse"" and ""depression"" in television ratings if he ended his presidential campaign. Later Trump suggested he would skip a CNN debate unless the network gave him $5 million. CNN refused, and Trump later backtracked. Hide Caption 6 of 11 11 photos: Trump campaign: 11 outrageous quotes On November 22, Trump repeated his claim -- widely regarded as false -- that he saw television reports of Muslims in New Jersey celebrating the 9/11 terrorist attacks. No footage to back up Trump's assertions has been found. Hide Caption 7 of 11 11 photos: Trump campaign: 11 outrageous quotes In the wake of December's San Bernardino , California, shootings, Trump called for a travel ban on all Muslims from entering the United States ""until our country's representatives can figure out what is going on."" He did not give details on how Muslims would be identified, but the Republican candidate did not rule out special identification cards. Hide Caption 8 of 11 11 photos: Trump campaign: 11 outrageous quotes Donald Trump has developed an unlikely bromance with Russian President Vladimir Putin during the campaign. Trump had previously praised Putin as a leader he would ""get along very well with."" Then, on December 17, Putin further stoked the flame, describing Trump as ""a bright and talented person."" This led Trump in turn to make more positive comments about the Russian leader. Hide Caption 9 of 11 11 photos: Trump campaign: 11 outrageous quotes An unrelenting Trump took the run-up to Christmas as a chance to insult Democrat hopeful Hillary Clinton. He said Clinton's bathroom break in a TV debate was ""disgusting"" before saying she ""got schlonged"" by Barack Obama in the 2008 presidential race. ""Schlong"" is a Yiddish word for penis. Hide Caption 10 of 11 11 photos: Trump campaign: 11 outrageous quotes On January 24, Donald Trump boasted at a campaign rally in Sioux Center, Iowa, that support for his presidential campaign would not decline even if he shot someone in the middle of a crowded street. Hide Caption 11 of 11

While Trump has at times urged his supporters not to hurt protesters, he has also repeatedly suggested that supporters should be handled more roughly.

When a Black Lives Matter protester was punched and kicked by attendees at a Trump rally last fall, Trump remarked the next day that ""maybe he should have been roughed up.""

Shortly after that incident, the Trump campaign began making an announcement at the start of its rallies urging supporters to not harm any protesters, but instead shout ""Trump, Trump, Trump"" and wait for security officials to escort the protesters out.

JUST WATCHED Watch Donald Trump's 'cameo' in 'Game of Thrones' Replay More Videos ... MUST WATCH Watch Donald Trump's 'cameo' in 'Game of Thrones' 00:45

The Trump campaign did not make the announcement before Monday's rally. It was unclear what the man who disrupted it was protesting.

READ: Buying a Trump? Then read the small print

Moments earlier, another man raised a banner that read, ""Veterans to Trump: End hate speech against Muslims.""

Trump on Cruz: 'Something wrong with this guy'

Of Cruz, Trump took aim at the senator's campaign tactics, including the attack ads Cruz and his allies have run against Trump.

""This guy is sick. There's something wrong with this guy,"" Trump said.

Cruz's campaign has run several ads scrutinizing Trump's record on a variety of issues important to conservatives, including Trump's past support for abortion rights and stricter gun control measures.

""I missed the part where Donald challenges our facts?"" Cruz spokeswoman Catherine Frazier told CNN. ""He can't, because our ads are true -- he is not a real conservative. He can't defend his record, so like a frustrated child, he resorts to name calling.""

Trump has repeatedly slammed Cruz since the Texas senator surged in the polls ahead of the Iowa caucuses and has since ramped up his attacks on him since Cruz beat Trump in the Iowa contest.

The Texas senator, meanwhile, has criticized Trump over a range of issues, from Trump's support for abortion rights in 1999 to Trump's use of eminent domain laws for personal gain. He's also suggested that Trump, who has vowed to repeal Obamacare, supports the signature health care law, pointing to Trump's September interview with ""60 Minutes"" in which Trump said that ""everyone's got to be covered"" when asked if he supported universal health care.

Trump: 'What the hell is a caucus?'

Trump's Monday rally came on the eve of the Nevada caucuses and Trump spent much of his speech urging his supporters to head to the caucuses to give him what would be his third consecutive victory in the GOP primary.

""They're all saying Trump's gonna win tomorrow. Just assume we're going to tie,"" Trump told his supporters on Monday night.

READ: Voters on why they back Trump

And Trump, who has slammed the caucus process since losing to Cruz in Iowa, told his supporters to forget about the slightly more arduous caucus process, which involves voters meeting at a caucus location and hearing pitches for each candidate before casting their vote.

""Forget the word caucus, just go out and vote, OK?"" Trump said. ""What the hell is a caucus? Nobody even knows what it means.""

Cruz supporter Beck denounces Trump as a 'bully'

At a Cruz rally in Elko earlier on Monday, supporter Glenn Beck condemned those sorts of outbursts by Trump -- calling him a bully and asking rural Nevada voters to reject that kind of rhetoric.

Beck faulted Trump for threatening protesters at earlier rallies, and noted that Trump issued a threatening tweet on Monday to the Ricketts family, which has been politically active in recent cycles.

""I hear the (Ricketts) family, who own the Chicago Cubs, are secretly spending $'s against me. They better be careful. They have a lot to hide,"" Trump tweeted.

I hear the Rickets family, who own the Chicago Cubs, are secretly spending $'s against me. They better be careful, they have a lot to hide! — Donald J. Trump (@realDonaldTrump) February 22, 2016

""When we have a candidate that threatens people,"" Beck said. ""This is not American. This is not equal justice. This is not who were are.""

""If we give in to our anger, if we start to go down that path and we start to listen to the bullies. We lose what made us great,"" Beck said before introducing Cruz.",2016-02-23 00:00:00,[Jeremy Diamond]
78,"It's a rare bright spot in a very gloomy economy: South Africa's winemakers are winning new markets around the world.

Battered by the slump in demand for commodities, Africa's most developed country is teetering on the brink of recession and unemployment is rising.

But the country's winemakers have a very different story to tell. Exports were up 5% in 2015, and the industry is predicting more growth in 2016.

South Africa is the world's 7th largest wine producer. Its vineyards account for 4% of global wine output, and volumes have increased 20% over four years to about 420 million liters annually.

In a nation of beer lovers -- South Africans drink 10 times as much beer as wine -- more than half of that is destined for the export market.

The reason: local profit margins of just 2%. Global consumers on average pay four times more for a bottle of South African wine than local buyers.

The U.K., Europe and the rest of Africa are major buyers. And while China's commodity imports may have slowed, South Africa's exports of wine to the Asia powerhouse jumped 40% last year.

Related: The African nations to watch in 2016

""We'll see how the numbers go with the economic slowdown in China, but I do think the growth into Africa, into China and the U.S. specifically, is great,"" said Rico Basson, managing director of Vinpro, which represents winemakers.

China's emerging middle classes are good for sales volumes but aren't willing to pay top dollar for premium wines, according to Ntsiki Biyela, South Africa's first black female winemaker.

That's why her vineyard -- Stellekaya -- has pulled out of China to focus on more lucrative markets in the U.S.

""Texas will buy every last grape we have,"" she said, adding that Stellekaya sales volumes to the Lone Star state were up by more than 60% last year.

Related: World's most popular beer

Stellekaya has also broken into California, the heart of U.S. winemaking, and New York.

South Africa has been producing wine since 1659. It grows white wine grape varieties, including chenin blanc, chardonnay and sauvignon blanc, and red varieties include pinotage, which was created in South Africa.

Production this year has been hit by wildfires and the worst drought in 100 years, but winemakers are confident they will meet global demand.

Related: Luxury river cruise vacations

The industry contributes 2% to South African GDP and employs 300 000 people, making it the biggest permanent employer in agriculture.",2016-02-23 00:00:00,[Eleni Giokos]
79,"Should everything be ""smart?""

When does adding technology become more of a nuisance than convenience? I was thinking about those questions when I started testing Hush's smart earplugs.

The first thing you notice is that they don't look anything like traditional earplugs. Instead of silicone or foam, they're made of sleek white plastic, reminiscent of Apple's ear buds, with your choice of foam or rubber tips. They're small enough to lie flat in your ears so you can sleep on your side.

When you first put Hush in your ears, they work like ordinary earplugs -- they form a seal in your ear canal and do a decent job of blocking out sound. Where the magic lies, though, is in the bluetooth connection to your phone. A free companion app plays what the company calls ""soothing"" sounds that help block out a lot more noise.

Truthfully, I found some of the sounds more soothing than others. While ""White Noise"" (and variations like ""Pink Noise"" and ""Brown Noise"") were incredibly effective at blocking out noise, they really weren't very pleasant to listen to. On the other hand, sounds like ""Brook"" or ""Temple"" were calming, but didn't block out quite as much noise.

Related: Those new USB-C cords can fry your laptop

Despite their ability to play sound, these aren't wireless headphones. Hush is limited to just the 15 sounds in its app. Each is only a few seconds long, but the app downloads them to the earplugs and then loops them over and over (and over and over). This lets the earplugs break their connection with the phone and, according to Hush, gives you up to eight hours of battery life.

Yes, because the earplugs must be charged. Conveniently, this happens through their carrying case, which doubles as a charger that's plugged into the wall. The case also holds an additional battery, so the earplugs can be charged up to three more times just by storing them away -- no outlet required. (When I was testing the earplugs, the case I received wouldn't hold a charge. After receiving a new one -- that worked -- Hush said there had been a software glitch that it had since repaired.)

Related: Why your iPhone battery dies with 50% left

My favorite feature of Hush is the alarm -- a high pitched pulse, in stark contrast to the other sounds. The earplugs play it directly into your ears, which should wake even the deepest sleepers.

If this all sounds like a dream, don't throw away your noise machine just yet -- the first sets of Hush don't ship until next month, but the company says they've already received pre-orders for nearly 8,000 units.

Hush was founded in May 2014 by Daniel Lee and Daniel Lee (no, that's not a typo), after they graduated from the University of California, San Diego with engineering degrees. (A third cofounder is no longer with the company.) They've raised approximately $1 million from investors and nearly $600,000 more on Kickstarter.

So are Hush earplugs worth it? Well, the $150 pricetag is a lot more expensive than a traditional pair of earplugs. And having to charge them and sync them with your phone can be a pain. But if you can find a sound you like, Hush works a whole lot better than smooshing pieces of silicone into your ears.",2016-02-10 00:00:00,[Jack Regan]
80,"Should everything be ""smart?""

When does adding technology become more of a nuisance than convenience? I was thinking about those questions when I started testing Hush's smart earplugs.

The first thing you notice is that they don't look anything like traditional earplugs. Instead of silicone or foam, they're made of sleek white plastic, reminiscent of Apple's ear buds, with your choice of foam or rubber tips. They're small enough to lie flat in your ears so you can sleep on your side.

When you first put Hush in your ears, they work like ordinary earplugs -- they form a seal in your ear canal and do a decent job of blocking out sound. Where the magic lies, though, is in the bluetooth connection to your phone. A free companion app plays what the company calls ""soothing"" sounds that help block out a lot more noise.

Truthfully, I found some of the sounds more soothing than others. While ""White Noise"" (and variations like ""Pink Noise"" and ""Brown Noise"") were incredibly effective at blocking out noise, they really weren't very pleasant to listen to. On the other hand, sounds like ""Brook"" or ""Temple"" were calming, but didn't block out quite as much noise.

Related: Those new USB-C cords can fry your laptop

Despite their ability to play sound, these aren't wireless headphones. Hush is limited to just the 15 sounds in its app. Each is only a few seconds long, but the app downloads them to the earplugs and then loops them over and over (and over and over). This lets the earplugs break their connection with the phone and, according to Hush, gives you up to eight hours of battery life.

Yes, because the earplugs must be charged. Conveniently, this happens through their carrying case, which doubles as a charger that's plugged into the wall. The case also holds an additional battery, so the earplugs can be charged up to three more times just by storing them away -- no outlet required. (When I was testing the earplugs, the case I received wouldn't hold a charge. After receiving a new one -- that worked -- Hush said there had been a software glitch that it had since repaired.)

Related: Why your iPhone battery dies with 50% left

My favorite feature of Hush is the alarm -- a high pitched pulse, in stark contrast to the other sounds. The earplugs play it directly into your ears, which should wake even the deepest sleepers.

If this all sounds like a dream, don't throw away your noise machine just yet -- the first sets of Hush don't ship until next month, but the company says they've already received pre-orders for nearly 8,000 units.

Hush was founded in May 2014 by Daniel Lee and Daniel Lee (no, that's not a typo), after they graduated from the University of California, San Diego with engineering degrees. (A third cofounder is no longer with the company.) They've raised approximately $1 million from investors and nearly $600,000 more on Kickstarter.

So are Hush earplugs worth it? Well, the $150 pricetag is a lot more expensive than a traditional pair of earplugs. And having to charge them and sync them with your phone can be a pain. But if you can find a sound you like, Hush works a whole lot better than smooshing pieces of silicone into your ears.",2016-02-10 00:00:00,[Jack Regan]
81,"Story highlights Conservatives wanting lower spending have caused House Republicans to punt on revealing their budget plans

House Speaker Paul Ryan and Rep Tom Price of Georgia have held several listening sessions

(CNN) House Republicans are punting plans to roll out their budget until next month, amid continued pushback from conservatives about the blueprint, according to multiple House Republican aides familiar with the discussions.

The divisions inside the House GOP conference threaten to derail the process, as Speaker Paul Ryan faces the same problem his predecessor encountered -- resistance from conservatives who want to lower the overall spending level and include some major cuts to entitlement programs in the near term.

Ryan, a former Budget Chairman, and the panel's current leader, Rep. Tom Price of Georgia, have held several listening sessions on the topic with members in the House Freedom Caucus in an effort to get a consensus, but continued resistance scuttled plans for a budget release this week.

Ryan is encouraging members to agree to the topline spending level set by last year's budget deal so that the House can move ahead with spending bills, and attach key policy proposals to the budget that would set up the next president. But many House Republicans opposed that deal and want to see more aggressive cuts sooner in both discretionary and mandatory sides of the government ledger.

""The House is working to advance a balanced budget that will show our conservative vision and help us get back to regular order on appropriations bills. Members will continue to discuss the path ahead this week,"" Ryan's spokeswoman AshLee Strong told CNN.

Read More",2016-02-22 00:00:00,"[Deirdre Walsh, Cnn Senior Congressional Producer]"
82,"Uh-oh! It could be you, or it could be us, but there's no page here.

Search",2016-02-22 00:00:00,[]
83,"John Kasich: No one has asked me to drop out

Buyers of 'Trump' properties say they got a raw deal

Trump on protester: I'd like to 'punch him in the face'

Gov. John Kasich apologizes for his remark about ""women leaving their kitchens"" to support for him and touted his record of women in his administration.",2016-02-22 00:00:00,[]
84,Tim Tebow's surprise visit to a young fan suffering from leukemia has won the Internet. CNN affiliate WJXT has the details.,2016-02-23 00:00:00,[]
85,"Chelsea Workman went to Ohio State University because it was her cheapest option. But she still had to take out student loans and work to make ends meet.

By the middle of her sophomore year, she'd had enough. She dropped out and moved to Germany to finish her degree where college is free.

Hunter Newsome, from California, decided to go to college in Estonia rather than the University of California, Davis -- at the very last minute. He's saving more than $10,000 a year on tuition, and he'll earn a bachelor's degree in three years rather than four.

There are at least 44 schools across Europe where Americans can earn their bachelor's degree for free, according to Jennifer Viemont, the founder of an advising service called Beyond The States.

All public colleges in Germany, Iceland, Norway and Finland are free for residents and international students. And some private schools in the European Union don't charge for tuition either. Many are going out of their way to attract foreigners by offering programs taught entirely in English.

When they do charge for tuition, the bill is paltry compared to the U.S. The average cost of tuition here (without room and board) is currently $9,410 at public colleges and $32,405 at private colleges, while a majority of programs in Europe charge less than $2,225 a year, according to Viemont. Some of the highest tuition for international students is in the Netherlands, but it still tends to be less than $9,000.

Of course, a lot of American students don't pay full price for tuition. For those getting a big scholarship at home, moving to Europe might not be that great a deal. Those at public schools end up paying less than an average of $4,000 when you account for scholarships and grants. Still, that doesn't beat free.

""The cost is what makes people think about going to college abroad, but then they start to see the other benefits like learning a new language, travel opportunities, and being prepared to work in a global economy,"" Viemont said.

It's not for everyone, though. You won't find frat parties, sorority houses, or football games overseas.

And it might not be the right fit for someone with their heart set on immediately returning home after graduating. There aren't very good stats on how many Americans are getting degrees abroad (there were 47,000 in 2012 compared to 20 million in the U.S.), let alone how employable they are back home. The unique experience might be to your advantage, but it could be hard to find fellow alumni to help with a job hunt in the States.

Overseas, you'll probably have to find your own housing. On average, room and board costs about $10,000 at American colleges, but the students CNNMoney spoke to for this story pay much less in rent in Europe.

They don't have dining halls to go to for meals, though. And they also have to apply for a residency permit or visa, and -- depending on the country -- may have to pay for health insurance.

But these things don't bother these three Americans who are currently getting their college degrees abroad.

Chelsea Workman

Studying: International Management in a 3.5- to 4- year bachelor's program.

Is it really free? She paid about $220 a semester for tuition when she first arrived, but Germany has since made tuition free at all public colleges. Now she pays a $58 administrative fee each semester, about $90 a month for health insurance. Her rent is about $330 a month.

Biggest challenge: ""You need to be prepared to study 10 hours a day, and there's probably not time for a job in addition to your studies. I take seven or eight classes a semester.""

Future plans: ""I don't really have any plans to go back to America. I don't really want to. My sister moved to Germany before me, my brother is here studying now and my dad is on the way over.""

What she misses: ""Diverse culture and food. Every restaurant here has the same food on the menu.""

Hunter Newsome

Studying: International Relations in a 3-year bachelor's program.

Why he moved: ""It was my Dad's idea and I thought, why the hell not? My Mom was skeptical at first but she started researching and found out it was going to be a lot cheaper.""

Forget spending on text books: ""Last semester I only had to have a single book and I checked it out of the school library. For some professors, a lot or all of the material is online, and for others you have to be in class to receive the knowledge.""

On finding housing: ""It could be difficult around this school, but in my case my parents helped me with that. I pay 230 euros ($256 USD) a month and have a balcony with a nice view of the forest. It's really a beautiful city.""

Hannah Remo

Studying: European studies (EU politics) in a 4-year bachelor's program.

Who she had to persuade: ""I had to sell my Dad on it. I told him if I stayed in the U.S. I'd want to go to Colorado or California, which is more or less the same plane flight from New Jersey to Europe.""

On the application: ""It was relatively painless. I had to submit my high school transcript, a recommendation, and an essay. SATs don't exist here and it's the most beautiful thing.""

Future plans: ""I 100% have my heart set on staying in Europe. I disagree with the way a lot of things are run at home. It blows my mind that college is so expensive in the U.S., it makes me think that I don't want to raise a family there.""

Favorite thing about her new home: ""Whether you're the child of a doctor, lawyer or garbage man, you'll have the same opportunity and the same education here.""",2016-02-23 00:00:00,[Katie Lobosco]
86,Indiana Pastor Davey Blackburn returned home from the gym and found his pregnant wife shot in the head in what police are calling a home invasion. CNN affiliate WTHR has more.,2016-02-22 00:00:00,[]
87,"By Kimberly Hutcherson, CNN

The wife of Sinaloa cartel boss Joaquin ""El Chapo"" Guzman says she fears for her husband's life and that the Mexican government is using harsh conditions to ""get even"" with the drug lord because his escapes made them look bad.",2016-02-22 00:00:00,[]
88,"Ad Choices

AdChoices: Learn More About This Ad

FOR CONSUMERS



The websites you visit work with online advertising companies to provide you with advertising that is as relevant and useful as possible. Some of the online ads you are served may be based on the content of the page you’re visiting, some may be based on registration information you provide, and other ads may be customized based on predictions about your interests generated from your visits to other web sites. The goal of AdChoices is to provide you with information about how online advertising works and the choices you have.

Who placed this ad?

This ad was served by LiveIntent.

Where can I learn more about how LiveIntent selects ads?

Please read about LiveIntent’s privacy policy.

What choices do I have about interest-based advertising from LiveIntent?

You can opt-out of the cookie-based portion of the LiveIntent Advertising Program by clicking here. For more information on our privacy policy, see our privacy policy. Visit the Network Advertising Initiative and the Digital Advertising Alliance to see your opt-out choices from other participating companies.

FOR ADVERTISERS AND PUBLISHERS



LiveIntent is the only real-time advertising platform for email. Our LiveTag’s serve display ads into newsletters and alerts at the moment an email is opened.

LiveIntent for Publishers

LiveIntent helps publishers monetize their email and achieve 100% sell through, while maintaining full control of inventory and simplifying ad ops. Run house ads to drive site visits, app downloads, social engagement, and more, in addition to incremental revenue.

LiveIntent for Advertisers

LiveIntent provides advertisers with comprehensive access to guaranteed, premium email inventory that achieves better performance and maximizes ROI. Our technology enables audience targeting, based on demographic, device, location, and more.",,[]
89,"Artificial intelligence will eventually solve some of the world's biggest problems -- but it'll take some smart humans to get it there.

Quoc Le, a software engineer at Google Brain, is one such human.

Google Brain focuses on ""deep learning,"" a part of artificial intelligence. Think of it as a sophisticated type of machine learning, which is the science of getting computers to learn from data.

Deep learning uses multiple layers of algorithms, called neural networks, to process images, text and sentiments quickly and efficiently.

The idea is for machines to eventually be able to make decisions as humans do. But we're far from that point today, according to a recent Quora post by Andrew Ng, a cofounder of Google Brain.

Related: She's recycling carbon dioxide and reducing oil dependence

Launched in 2011, Google Brain was originally an initiative within the secretive, futuristic Google X division. It has since graduated and is now housed in the company's research department. While Google publishes research from Brain, it remains relatively tight-lipped about the team's organizational structure. Google would not disclose how many work on the team today, citing that the teams are fluid.

34-year-old Le, who has a PhD from Stanford in computer science, has been working at Google Brain for 4.5 years.

""There's very few people in the world that actually understand how to get machines to learn and think,"" said Le, who is originally from Vietnam. ""Deep learning is still new.""

But as deep learning develops, people get more excited about its potential to tackle big problems like education or climate change. For example, using remote sensors, environmental data around the world can be tracked. Right now, that data is largely unprocessed, but deep learning could be used to understand patterns and point to solutions.

""I'm confident deep learning isn't going to 'plateau' anytime soon and that it'll continue to grow rapidly,"" Ng wrote on Quora. Ng now works as chief scientist at Baidu.

Related: Elon musk and tech heavies invest $1 billion in artificial intelligence

Alphabet (GOOG) -- the parent company of Google -- has integrated Google Brain technology into some of its own services. Speech recognition technology in its Android operating systems and improved photo search capabilities originated at Brain.

Google open-sourced its deep learning code, TensorFlow, to the public in a bid to help accelerate the development of artificial intelligence. In 2014, it acquired DeepMind Technologies for $650 million in a bid to beef up its own AI expertise

According to CB Insights, startups working on deep learning and artificial intelligence have raised more than $950 million in the past five years.

Google Brain alum Olcan Sercinoglu is running one of those startups. A software engineer, Sercinoglu left Google Brain in 2014 to launch Scaled Inference.

The firm is working to bring machine learning to the masses with intelligent software. It hasn't launched its product yet, but just a few months after incorporating, Sercinoglu closed $13.6 million in funding from investors like Tencent Holdings, SV Angel and Khosla Ventures.

He credits Google Brain -- which is known for its cutting-edge work -- for helping him complete such a successful round.

Related: 6 tech founders shaping our future

""I think having worked at Google Brain was a big factor,"" he said, adding that deep learning and neural networks are just one aspect of the technology his firm is developing.

Sercinoglu, 34, spent one year working on the Google Brain team, but nearly 10 years in other departments at Google. He interned at the company in 2001, working under Jeff Dean. Dean, a senior fellow at Google, was one of the original research partners behind Google Brain.

""Even back then, we were working on brains -- but that had nothing to do with machine learning,"" Sercinoglu told CNNMoney.",2016-02-22 00:00:00,[Sara Ashley O'brien]
